# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
0.548805833,0.1622,0.5314,0.5963,0.815
0.552623958,0.1499,0.5314,0.6012,0.816
0.557087604,0.1358,0.5358,0.6051,0.820
0.562418333,0.1309,0.5299,0.6066,0.816
0.565994896,0.1226,0.5314,0.6095,0.818
0.569675885,0.1143,0.5284,0.6051,0.811
0.572387813,0.1152,0.5236,0.6105,0.812
0.576865729,0.1104,0.5182,0.6144,0.811
0.579444375,0.1152,0.5192,0.6193,0.816
0.588889427,0.1128,0.5143,0.6198,0.813
0.591782813,0.1187,0.5153,0.6227,0.817
0.598683073,0.1226,0.5162,0.6256,0.820
0.602008385,0.1240,0.5172,0.6227,0.819
0.60630974,0.1318,0.5250,0.6237,0.826
0.61126224,0.1387,0.5255,0.6198,0.824
0.614173646,0.1441,0.5294,0.6246,0.831
0.61879974,0.1504,0.5334,0.6276,0.837
0.622686979,0.1582,0.5344,0.6266,0.839
0.626687708,0.1593,0.5373,0.6354,0.847
0.631074635,0.1597,0.5485,0.6373,0.856
0.636239844,0.1612,0.5549,0.6539,0.873
0.638748437,0.1627,0.5632,0.6598,0.883
0.643530937,0.1607,0.5671,0.6730,0.895
0.647326771,0.1602,0.5778,0.6784,0.905
0.651363229,0.1548,0.5822,0.6832,0.911
0.656151146,0.1558,0.5949,0.6989,0.931
0.660952708,0.1602,0.6091,0.7111,0.950
0.664774687,0.1661,0.6140,0.7224,0.962
0.668658802,0.1700,0.6223,0.7258,0.971
0.673142812,0.1798,0.6350,0.7478,0.997
0.67624125,0.1812,0.6375,0.7595,1.008
0.680964635,0.1847,0.6423,0.7771,1.025
0.685615365,0.1900,0.6487,0.8010,1.048
0.688533646,0.1934,0.6531,0.8108,1.059
0.692765729,0.1807,0.6594,0.8367,1.081
0.695392656,0.1803,0.6628,0.8479,1.091
0.701223698,0.1793,0.6658,0.8660,1.107
0.705166146,0.1729,0.6819,0.9129,1.153
0.710146354,0.1729,0.6843,0.9457,1.180
0.716272135,0.1700,0.6882,0.9603,1.194
0.72045375,0.1612,0.7024,0.9940,1.228
0.724629792,0.1646,0.7097,1.0190,1.253
0.727330052,0.1661,0.7127,1.0253,1.260
0.732401354,0.1685,0.7185,1.0414,1.276
0.734933177,0.1705,0.7219,1.0453,1.282
0.740268333,0.1724,0.7337,1.0463,1.289
0.745131562,0.1788,0.7405,1.0531,1.300
0.748992917,0.1793,0.7405,1.0492,1.297
0.752582708,0.1847,0.7484,1.0610,1.311
0.75690776,0.2008,0.7464,1.0619,1.313
0.759818958,0.2086,0.7459,1.0649,1.317
0.764242292,0.2154,0.7513,1.0707,1.326
0.767739271,0.2296,0.7591,1.0751,1.336
0.77759599,0.2369,0.7567,1.0790,1.339
0.783615,0.2633,0.7806,1.0864,1.363
0.786468906,0.2702,0.7821,1.0927,1.371
0.788963333,0.2736,0.7777,1.0912,1.368
0.792235781,0.2780,0.7742,1.0971,1.371
0.798210937,0.2873,0.7655,1.1127,1.381
0.802587344,0.2965,0.7381,1.1201,1.374
